timestamp,ghi,dni,dhi,temp_air,wind_speed
2022-01-03T04:00:00,400.0,280.0,120.0,15.37,2.36
2022-01-03T05:00:00,487.009,340.906,146.103,15.38,2.37
2022-01-03T06:00:00,565.685,395.98,169.706,15.39,2.38
2022-01-03T07:00:00,634.683,444.278,190.405,15.39,2.38
2022-01-03T08:00:00,692.82,484.974,207.846,15.4,2.39
2022-01-03T09:00:00,739.104,517.373,221.731,15.41,2.4
2022-01-03T10:00:00,772.741,540.918,231.822,15.42,2.4
2022-01-03T11:00:00,793.156,555.209,237.947,15.42,2.41
2022-01-03T12:00:00,800.0,560.0,240.0,15.43,2.42
2022-01-03T13:00:00,793.156,555.209,237.947,15.44,2.42
2022-01-03T14:00:00,772.741,540.918,231.822,15.44,2.43
2022-01-03T15:00:00,739.104,517.373,221.731,15.45,2.44
2022-01-03T16:00:00,692.82,484.974,207.846,15.46,2.44
2022-01-03T17:00:00,634.683,444.278,190.405,15.47,2.45
2022-01-03T18:00:00,565.685,395.98,169.706,15.47,2.46
2022-01-03T19:00:00,487.009,340.906,146.103,15.48,2.46
2022-01-03T20:00:00,400.0,280.0,120.0,15.49,2.47
2022-01-03T21:00:00,306.147,214.303,91.844,15.49,2.47
2022-01-03T22:00:00,207.055,144.939,62.117,15.5,2.48
2022-01-03T23:00:00,104.421,73.095,31.326,15.51,2.49
2022-01-04T00:00:00,0.0,0.0,0.0,15.52,2.49
2022-01-04T01:00:00,104.421,73.095,31.326,15.52,2.5
2022-01-04T02:00:00,207.055,144.939,62.117,15.53,2.51
2022-01-04T03:00:00,306.147,214.303,91.844,15.54,2.51
2022-01-04T04:00:00,400.0,280.0,120.0,15.54,2.52
2022-01-04T05:00:00,487.009,340.906,146.103,15.55,2.52
2022-01-04T06:00:00,565.685,395.98,169.706,15.56,2.53
2022-01-04T07:00:00,634.683,444.278,190.405,15.57,2.54
2022-01-04T08:00:00,692.82,484.974,207.846,15.57,2.54
2022-01-04T09:00:00,739.104,517.373,221.731,15.58,2.55
2022-01-04T10:00:00,772.741,540.918,231.822,15.59,2.55
2022-01-04T11:00:00,793.156,555.209,237.947,15.59,2.56
2022-01-04T12:00:00,800.0,560.0,240.0,15.6,2.57
2022-01-04T13:00:00,793.156,555.209,237.947,15.61,2.57
2022-01-04T14:00:00,772.741,540.918,231.822,15.62,2.58
2022-01-04T15:00:00,739.104,517.373,221.731,15.62,2.58
2022-01-04T16:00:00,692.82,484.974,207.846,15.63,2.59
2022-01-04T17:00:00,634.683,444.278,190.405,15.64,2.6
2022-01-04T18:00:00,565.685,395.98,169.706,15.65,2.6
2022-01-04T19:00:00,487.009,340.906,146.103,15.65,2.61
2022-01-04T20:00:00,400.0,280.0,120.0,15.66,2.61
2022-01-04T21:00:00,306.147,214.303,91.844,15.67,2.62
2022-01-04T22:00:00,207.055,144.939,62.117,15.67,2.62
2022-01-04T23:00:00,104.421,73.095,31.326,15.68,2.63
2022-01-05T00:00:00,0.0,0.0,0.0,15.69,2.64
2022-01-05T01:00:00,104.421,73.095,31.326,15.7,2.64
2022-01-05T02:00:00,207.055,144.939,62.117,15.7,2.65
2022-01-05T03:00:00,306.147,214.303,91.844,15.71,2.65
2022-01-05T04:00:00,400.0,280.0,120.0,15.72,2.66
2022-01-05T05:00:00,487.009,340.906,146.103,15.72,2.66
2022-01-05T06:00:00,565.685,395.98,169.706,15.73,2.67
2022-01-05T07:00:00,634.683,444.278,190.405,15.74,2.67
2022-01-05T08:00:00,692.82,484.974,207.846,15.75,2.68
2022-01-05T09:00:00,739.104,517.373,221.731,15.75,2.68
2022-01-05T10:00:00,772.741,540.918,231.822,15.76,2.69
2022-01-05T11:00:00,793.156,555.209,237.947,15.77,2.69
2022-01-05T12:00:00,800.0,560.0,240.0,15.77,2.7
2022-01-05T13:00:00,793.156,555.209,237.947,15.78,2.7
2022-01-05T14:00:00,772.741,540.918,231.822,15.79,2.71
2022-01-05T15:00:00,739.104,517.373,221.731,15.8,2.71
2022-01-05T16:00:00,692.82,484.974,207.846,15.8,2.72
2022-01-05T17:00:00,634.683,444.278,190.405,15.81,2.72
2022-01-05T18:00:00,565.685,395.98,169.706,15.82,2.73
2022-01-05T19:00:00,487.009,340.906,146.103,15.82,2.73
2022-01-05T20:00:00,400.0,280.0,120.0,15.83,2.74
2022-01-05T21:00:00,306.147,214.303,91.844,15.84,2.74
2022-01-05T22:00:00,207.055,144.939,62.117,15.85,2.75
2022-01-05T23:00:00,104.421,73.095,31.326,15.85,2.75
2022-01-06T00:00:00,0.0,0.0,0.0,15.86,2.76
2022-01-06T01:00:00,104.421,73.095,31.326,15.87,2.76
2022-01-06T02:00:00,207.055,144.939,62.117,15.87,2.77
2022-01-06T03:00:00,306.147,214.303,91.844,15.88,2.77
2022-01-06T04:00:00,400.0,280.0,120.0,15.89,2.78
2022-01-06T05:00:00,487.009,340.906,146.103,15.9,2.78
2022-01-06T06:00:00,565.685,395.98,169.706,15.9,2.79
2022-01-06T07:00:00,634.683,444.278,190.405,15.91,2.79
2022-01-06T08:00:00,692.82,484.974,207.846,15.92,2.79
2022-01-06T09:00:00,739.104,517.373,221.731,15.92,2.8
2022-01-06T10:00:00,772.741,540.918,231.822,15.93,2.8
2022-01-06T11:00:00,793.156,555.209,237.947,15.94,2.81
2022-01-06T12:00:00,800.0,560.0,240.0,15.95,2.81
2022-01-06T13:00:00,793.156,555.209,237.947,15.95,2.82
2022-01-06T14:00:00,772.741,540.918,231.822,15.96,2.82
2022-01-06T15:00:00,739.104,517.373,221.731,15.97,2.82
2022-01-06T16:00:00,692.82,484.974,207.846,15.97,2.83
2022-01-06T17:00:00,634.683,444.278,190.405,15.98,2.83
2022-01-06T18:00:00,565.685,395.98,169.706,15.99,2.84
2022-01-06T19:00:00,487.009,340.906,146.103,16.0,2.84
2022-01-06T20:00:00,400.0,280.0,120.0,16.0,2.84
2022-01-06T21:00:00,306.147,214.303,91.844,16.01,2.85
2022-01-06T22:00:00,207.055,144.939,62.117,16.02,2.85
2022-01-06T23:00:00,104.421,73.095,31.326,16.02,2.86
2022-01-07T00:00:00,0.0,0.0,0.0,16.03,2.86
2022-01-07T01:00:00,104.421,73.095,31.326,16.04,2.86
2022-01-07T02:00:00,207.055,144.939,62.117,16.05,2.87
2022-01-07T03:00:00,306.147,214.303,91.844,16.05,2.87
2022-01-07T04:00:00,400.0,280.0,120.0,16.06,2.87
2022-01-07T05:00:00,487.009,340.906,146.103,16.07,2.88
2022-01-07T06:00:00,565.685,395.98,169.706,16.07,2.88
2022-01-07T07:00:00,634.683,444.278,190.405,16.08,2.88
2022-01-07T08:00:00,692.82,484.974,207.846,16.09,2.89
2022-01-07T09:00:00,739.104,517.373,221.731,16.1,2.89
2022-01-07T10:00:00,772.741,540.918,231.822,16.1,2.89
2022-01-07T11:00:00,793.156,555.209,237.947,16.11,2.9
2022-01-07T12:00:00,800.0,560.0,240.0,16.12,2.9
2022-01-07T13:00:00,793.156,555.209,237.947,16.12,2.9
2022-01-07T14:00:00,772.741,540.918,231.822,16.13,2.91
2022-01-07T15:00:00,739.104,517.373,221.731,16.14,2.91
2022-01-07T16:00:00,692.82,484.974,207.846,16.15,2.91
2022-01-07T17:00:00,634.683,444.278,190.405,16.15,2.91
2022-01-07T18:00:00,565.685,395.98,169.706,16.16,2.92
2022-01-07T19:00:00,487.009,340.906,146.103,16.17,2.92
2022-01-07T20:00:00,400.0,280.0,120.0,16.17,2.92
2022-01-07T21:00:00,306.147,214.303,91.844,16.18,2.93
2022-01-07T22:00:00,207.055,144.939,62.117,16.19,2.93
2022-01-07T23:00:00,104.421,73.095,31.326,16.19,2.93
2022-01-08T00:00:00,0.0,0.0,0.0,16.2,2.93
2022-01-08T01:00:00,104.421,73.095,31.326,16.21,2.94
2022-01-08T02:00:00,207.055,144.939,62.117,16.22,2.94
2022-01-08T03:00:00,306.147,214.303,91.844,16.22,2.94
2022-01-08T04:00:00,400.0,280.0,120.0,16.23,2.94
2022-01-08T05:00:00,487.009,340.906,146.103,16.24,2.95
2022-01-08T06:00:00,565.685,395.98,169.706,16.24,2.95
2022-01-08T07:00:00,634.683,444.278,190.405,16.25,2.95
2022-01-08T08:00:00,692.82,484.974,207.846,16.26,2.95
2022-01-08T09:00:00,739.104,517.373,221.731,16.27,2.95
2022-01-08T10:00:00,772.741,540.918,231.822,16.27,2.96
2022-01-08T11:00:00,793.156,555.209,237.947,16.28,2.96
2022-01-08T12:00:00,800.0,560.0,240.0,16.29,2.96
2022-01-08T13:00:00,793.156,555.209,237.947,16.29,2.96
2022-01-08T14:00:00,772.741,540.918,231.822,16.3,2.96
2022-01-08T15:00:00,739.104,517.373,221.731,16.31,2.97
2022-01-08T16:00:00,692.82,484.974,207.846,16.32,2.97
2022-01-08T17:00:00,634.683,444.278,190.405,16.32,2.97
2022-01-08T18:00:00,565.685,395.98,169.706,16.33,2.97
2022-01-08T19:00:00,487.009,340.906,146.103,16.34,2.97
2022-01-08T20:00:00,400.0,280.0,120.0,16.34,2.98
2022-01-08T21:00:00,306.147,214.303,91.844,16.35,2.98
2022-01-08T22:00:00,207.055,144.939,62.117,16.36,2.98
2022-01-08T23:00:00,104.421,73.095,31.326,16.37,2.98
2022-01-09T00:00:00,0.0,0.0,0.0,16.37,2.98
2022-01-09T01:00:00,104.421,73.095,31.326,16.38,2.98
2022-01-09T02:00:00,207.055,144.939,62.117,16.39,2.98
2022-01-09T03:00:00,306.147,214.303,91.844,16.39,2.99
2022-01-09T04:00:00,400.0,280.0,120.0,16.4,2.99
2022-01-09T05:00:00,487.009,340.906,146.103,16.41,2.99
2022-01-09T06:00:00,565.685,395.98,169.706,16.42,2.99
2022-01-09T07:00:00,634.683,444.278,190.405,16.42,2.99
2022-01-09T08:00:00,692.82,484.974,207.846,16.43,2.99
2022-01-09T09:00:00,739.104,517.373,221.731,16.44,2.99
2022-01-09T10:00:00,772.741,540.918,231.822,16.44,2.99
2022-01-09T11:00:00,793.156,555.209,237.947,16.45,2.99
2022-01-09T12:00:00,800.0,560.0,240.0,16.46,2.99
2022-01-09T13:00:00,793.156,555.209,237.947,16.47,2.99
2022-01-09T14:00:00,772.741,540.918,231.822,16.47,3.0
2022-01-09T15:00:00,739.104,517.373,221.731,16.48,3.0
2022-01-09T16:00:00,692.82,484.974,207.846,16.49,3.0
2022-01-09T17:00:00,634.683,444.278,190.405,16.49,3.0
2022-01-09T18:00:00,565.685,395.98,169.706,16.5,3.0
2022-01-09T19:00:00,487.009,340.906,146.103,16.51,3.0
2022-01-09T20:00:00,400.0,280.0,120.0,16.51,3.0
2022-01-09T21:00:00,306.147,214.303,91.844,16.52,3.0
2022-01-09T22:00:00,207.055,144.939,62.117,16.53,3.0
2022-01-09T23:00:00,104.421,73.095,31.326,16.54,3.0
2022-01-10T00:00:00,0.0,0.0,0.0,16.54,3.0
2022-01-10T01:00:00,104.421,73.095,31.326,16.55,3.0
2022-01-10T02:00:00,207.055,144.939,62.117,16.56,3.0
2022-01-10T03:00:00,306.147,214.303,91.844,16.56,3.0
2022-01-10T04:00:00,400.0,280.0,120.0,16.57,3.0
2022-01-10T05:00:00,487.009,340.906,146.103,16.58,3.0
2022-01-10T06:00:00,565.685,395.98,169.706,16.59,3.0
2022-01-10T07:00:00,634.683,444.278,190.405,16.59,3.0
2022-01-10T08:00:00,692.82,484.974,207.846,16.6,3.0
2022-01-10T09:00:00,739.104,517.373,221.731,16.61,3.0
2022-01-10T10:00:00,772.741,540.918,231.822,16.61,3.0
2022-01-10T11:00:00,793.156,555.209,237.947,16.62,3.0
2022-01-10T12:00:00,800.0,560.0,240.0,16.63,3.0
2022-01-10T13:00:00,793.156,555.209,237.947,16.64,3.0
2022-01-10T14:00:00,772.741,540.918,231.822,16.64,3.0
2022-01-10T15:00:00,739.104,517.373,221.731,16.65,3.0
2022-01-10T16:00:00,692.82,484.974,207.846,16.66,3.0
2022-01-10T17:00:00,634.683,444.278,190.405,16.66,2.99
2022-01-10T18:00:00,565.685,395.98,169.706,16.67,2.99
2022-01-10T19:00:00,487.009,340.906,146.103,16.68,2.99
2022-01-10T20:00:00,400.0,280.0,120.0,16.68,2.99
2022-01-10T21:00:00,306.147,214.303,91.844,16.69,2.99
2022-01-10T22:00:00,207.055,144.939,62.117,16.7,2.99
2022-01-10T23:00:00,104.421,73.095,31.326,16.71,2.99
2022-01-11T00:00:00,0.0,0.0,0.0,16.71,2.99
2022-01-11T01:00:00,104.421,73.095,31.326,16.72,2.99
2022-01-11T02:00:00,207.055,144.939,62.117,16.73,2.99
2022-01-11T03:00:00,306.147,214.303,91.844,16.73,2.99
2022-01-11T04:00:00,400.0,280.0,120.0,16.74,2.98
2022-01-11T05:00:00,487.009,340.906,146.103,16.75,2.98
2022-01-11T06:00:00,565.685,395.98,169.706,16.76,2.98
2022-01-11T07:00:00,634.683,444.278,190.405,16.76,2.98
2022-01-11T08:00:00,692.82,484.974,207.846,16.77,2.98
2022-01-11T09:00:00,739.104,517.373,221.731,16.78,2.98
2022-01-11T10:00:00,772.741,540.918,231.822,16.78,2.98
2022-01-11T11:00:00,793.156,555.209,237.947,16.79,2.97
2022-01-11T12:00:00,800.0,560.0,240.0,16.8,2.97
2022-01-11T13:00:00,793.156,555.209,237.947,16.8,2.97
2022-01-11T14:00:00,772.741,540.918,231.822,16.81,2.97
2022-01-11T15:00:00,739.104,517.373,221.731,16.82,2.97
2022-01-11T16:00:00,692.82,484.974,207.846,16.83,2.96
2022-01-11T17:00:00,634.683,444.278,190.405,16.83,2.96
2022-01-11T18:00:00,565.685,395.98,169.706,16.84,2.96
2022-01-11T19:00:00,487.009,340.906,146.103,16.85,2.96
2022-01-11T20:00:00,400.0,280.0,120.0,16.85,2.96
2022-01-11T21:00:00,306.147,214.303,91.844,16.86,2.95
2022-01-11T22:00:00,207.055,144.939,62.117,16.87,2.95
2022-01-11T23:00:00,104.421,73.095,31.326,16.88,2.95
2022-01-12T00:00:00,0.0,0.0,0.0,16.88,2.95
2022-01-12T01:00:00,104.421,73.095,31.326,16.89,2.95
2022-01-12T02:00:00,207.055,144.939,62.117,16.9,2.94
2022-01-12T03:00:00,306.147,214.303,91.844,16.9,2.94
2022-01-12T04:00:00,400.0,280.0,120.0,16.91,2.94
2022-01-12T05:00:00,487.009,340.906,146.103,16.92,2.94
2022-01-12T06:00:00,565.685,395.98,169.706,16.92,2.93
2022-01-12T07:00:00,634.683,444.278,190.405,16.93,2.93
2022-01-12T08:00:00,692.82,484.974,207.846,16.94,2.93
2022-01-12T09:00:00,739.104,517.373,221.731,16.95,2.93
2022-01-12T10:00:00,772.741,540.918,231.822,16.95,2.92
2022-01-12T11:00:00,793.156,555.209,237.947,16.96,2.92
2022-01-12T12:00:00,800.0,560.0,240.0,16.97,2.92
2022-01-12T13:00:00,793.156,555.209,237.947,16.97,2.91
2022-01-12T14:00:00,772.741,540.918,231.822,16.98,2.91
2022-01-12T15:00:00,739.104,517.373,221.731,16.99,2.91
2022-01-12T16:00:00,692.82,484.974,207.846,16.99,2.91
2022-01-12T17:00:00,634.683,444.278,190.405,17.0,2.9
2022-01-12T18:00:00,565.685,395.98,169.706,17.01,2.9
2022-01-12T19:00:00,487.009,340.906,146.103,17.02,2.9
2022-01-12T20:00:00,400.0,280.0,120.0,17.02,2.89
2022-01-12T21:00:00,306.147,214.303,91.844,17.03,2.89
2022-01-12T22:00:00,207.055,144.939,62.117,17.04,2.89
2022-01-12T23:00:00,104.421,73.095,31.326,17.04,2.88
2022-01-13T00:00:00,0.0,0.0,0.0,17.05,2.88
2022-01-13T01:00:00,104.421,73.095,31.326,17.06,2.88
2022-01-13T02:00:00,207.055,144.939,62.117,17.07,2.87
2022-01-13T03:00:00,306.147,214.303,91.844,17.07,2.87
2022-01-13T04:00:00,400.0,280.0,120.0,17.08,2.87
2022-01-13T05:00:00,487.009,340.906,146.103,17.09,2.86
2022-01-13T06:00:00,565.685,395.98,169.706,17.09,2.86
2022-01-13T07:00:00,634.683,444.278,190.405,17.1,2.86
2022-01-13T08:00:00,692.82,484.974,207.846,17.11,2.85
2022-01-13T09:00:00,739.104,517.373,221.731,17.11,2.85
2022-01-13T10:00:00,772.741,540.918,231.822,17.12,2.84
2022-01-13T11:00:00,793.156,555.209,237.947,17.13,2.84
2022-01-13T12:00:00,800.0,560.0,240.0,17.14,2.84
2022-01-13T13:00:00,793.156,555.209,237.947,17.14,2.83
2022-01-13T14:00:00,772.741,540.918,231.822,17.15,2.83
2022-01-13T15:00:00,739.104,517.373,221.731,17.16,2.82
2022-01-13T16:00:00,692.82,484.974,207.846,17.16,2.82
2022-01-13T17:00:00,634.683,444.278,190.405,17.17,2.82
2022-01-13T18:00:00,565.685,395.98,169.706,17.18,2.81
2022-01-13T19:00:00,487.009,340.906,146.103,17.18,2.81
2022-01-13T20:00:00,400.0,280.0,120.0,17.19,2.8
2022-01-13T21:00:00,306.147,214.303,91.844,17.2,2.8
2022-01-13T22:00:00,207.055,144.939,62.117,17.21,2.79
2022-01-13T23:00:00,104.421,73.095,31.326,17.21,2.79
2022-01-14T00:00:00,0.0,0.0,0.0,17.22,2.79
2022-01-14T01:00:00,104.421,73.095,31.326,17.23,2.78
2022-01-14T02:00:00,207.055,144.939,62.117,17.23,2.78
2022-01-14T03:00:00,306.147,214.303,91.844,17.24,2.77
2022-01-14T04:00:00,400.0,280.0,120.0,17.25,2.77
2022-01-14T05:00:00,487.009,340.906,146.103,17.25,2.76
2022-01-14T06:00:00,565.685,395.98,169.706,17.26,2.76
2022-01-14T07:00:00,634.683,444.278,190.405,17.27,2.75
2022-01-14T08:00:00,692.82,484.974,207.846,17.28,2.75
2022-01-14T09:00:00,739.104,517.373,221.731,17.28,2.74
2022-01-14T10:00:00,772.741,540.918,231.822,17.29,2.74
2022-01-14T11:00:00,793.156,555.209,237.947,17.3,2.73
2022-01-14T12:00:00,800.0,560.0,240.0,17.3,2.73
2022-01-14T13:00:00,793.156,555.209,237.947,17.31,2.72
2022-01-14T14:00:00,772.741,540.918,231.822,17.32,2.72
2022-01-14T15:00:00,739.104,517.373,221.731,17.32,2.71
2022-01-14T16:00:00,692.82,484.974,207.846,17.33,2.71
2022-01-14T17:00:00,634.683,444.278,190.405,17.34,2.7
2022-01-14T18:00:00,565.685,395.98,169.706,17.34,2.7
2022-01-14T19:00:00,487.009,340.906,146.103,17.35,2.69
2022-01-14T20:00:00,400.0,280.0,120.0,17.36,2.69
2022-01-14T21:00:00,306.147,214.303,91.844,17.37,2.68
2022-01-14T22:00:00,207.055,144.939,62.117,17.37,2.68
2022-01-14T23:00:00,104.421,73.095,31.326,17.38,2.67
2022-01-15T00:00:00,0.0,0.0,0.0,17.39,2.67
2022-01-15T01:00:00,104.421,73.095,31.326,17.39,2.66
2022-01-15T02:00:00,207.055,144.939,62.117,17.4,2.66
2022-01-15T03:00:00,306.147,214.303,91.844,17.41,2.65
2022-01-15T04:00:00,400.0,280.0,120.0,17.41,2.65
2022-01-15T05:00:00,487.009,340.906,146.103,17.42,2.64
2022-01-15T06:00:00,565.685,395.98,169.706,17.43,2.64
2022-01-15T07:00:00,634.683,444.278,190.405,17.44,2.63
2022-01-15T08:00:00,692.82,484.974,207.846,17.44,2.62
2022-01-15T09:00:00,739.104,517.373,221.731,17.45,2.62
2022-01-15T10:00:00,772.741,540.918,231.822,17.46,2.61
2022-01-15T11:00:00,793.156,555.209,237.947,17.46,2.61
2022-01-15T12:00:00,800.0,560.0,240.0,17.47,2.6
2022-01-15T13:00:00,793.156,555.209,237.947,17.48,2.6
2022-01-15T14:00:00,772.741,540.918,231.822,17.48,2.59
2022-01-15T15:00:00,739.104,517.373,221.731,17.49,2.58
2022-01-15T16:00:00,692.82,484.974,207.846,17.5,2.58
2022-01-15T17:00:00,634.683,444.278,190.405,17.5,2.57
2022-01-15T18:00:00,565.685,395.98,169.706,17.51,2.57
2022-01-15T19:00:00,487.009,340.906,146.103,17.52,2.56
2022-01-15T20:00:00,400.0,280.0,120.0,17.53,2.55
2022-01-15T21:00:00,306.147,214.303,91.844,17.53,2.55
2022-01-15T22:00:00,207.055,144.939,62.117,17.54,2.54
2022-01-15T23:00:00,104.421,73.095,31.326,17.55,2.54
2022-01-16T00:00:00,0.0,0.0,0.0,17.55,2.53
2022-01-16T01:00:00,104.421,73.095,31.326,17.56,2.52
2022-01-16T02:00:00,207.055,144.939,62.117,17.57,2.52
2022-01-16T03:00:00,306.147,214.303,91.844,17.57,2.51
2022-01-16T04:00:00,400.0,280.0,120.0,17.58,2.51
2022-01-16T05:00:00,487.009,340.906,146.103,17.59,2.5
2022-01-16T06:00:00,565.685,395.98,169.706,17.6,2.49
2022-01-16T07:00:00,634.683,444.278,190.405,17.6,2.49
2022-01-16T08:00:00,692.82,484.974,207.846,17.61,2.48
2022-01-16T09:00:00,739.104,517.373,221.731,17.62,2.47
2022-01-16T10:00:00,772.741,540.918,231.822,17.62,2.47
2022-01-16T11:00:00,793.156,555.209,237.947,17.63,2.46
2022-01-16T12:00:00,800.0,560.0,240.0,17.64,2.46
2022-01-16T13:00:00,793.156,555.209,237.947,17.64,2.45
2022-01-16T14:00:00,772.741,540.918,231.822,17.65,2.44
2022-01-16T15:00:00,739.104,517.373,221.731,17.66,2.44
2022-01-16T16:00:00,692.82,484.974,207.846,17.66,2.43
2022-01-16T17:00:00,634.683,444.278,190.405,17.67,2.42
2022-01-16T18:00:00,565.685,395.98,169.706,17.68,2.42
2022-01-16T19:00:00,487.009,340.906,146.103,17.69,2.41
2022-01-16T20:00:00,400.0,280.0,120.0,17.69,2.4
2022-01-16T21:00:00,306.147,214.303,91.844,17.7,2.4
2022-01-16T22:00:00,207.055,144.939,62.117,17.71,2.39
2022-01-16T23:00:00,104.421,73.095,31.326,17.71,2.38
2022-01-17T00:00:00,0.0,0.0,0.0,17.72,2.38
2022-01-17T01:00:00,104.421,73.095,31.326,17.73,2.37
2022-01-17T02:00:00,207.055,144.939,62.117,17.73,2.36
2022-01-17T03:00:00,306.147,214.303,91.844,17.74,2.36
2022-01-17T04:00:00,400.0,280.0,120.0,17.75,2.35
2022-01-17T05:00:00,487.009,340.906,146.103,17.75,2.34
2022-01-17T06:00:00,565.685,395.98,169.706,17.76,2.34
2022-01-17T07:00:00,634.683,444.278,190.405,17.77,2.33
2022-01-17T08:00:00,692.82,484.974,207.846,17.77,2.32
2022-01-17T09:00:00,739.104,517.373,221.731,17.78,2.32
2022-01-17T10:00:00,772.741,540.918,231.822,17.79,2.31
2022-01-17T11:00:00,793.156,555.209,237.947,17.8,2.3
2022-01-17T12:00:00,800.0,560.0,240.0,17.8,2.3
2022-01-17T13:00:00,793.156,555.209,237.947,17.81,2.29
2022-01-17T14:00:00,772.741,540.918,231.822,17.82,2.28
2022-01-17T15:00:00,739.104,517.373,221.731,17.82,2.28
2022-01-17T16:00:00,692.82,484.974,207.846,17.83,2.27
2022-01-17T17:00:00,634.683,444.278,190.405,17.84,2.26
2022-01-17T18:00:00,565.685,395.98,169.706,17.84,2.26
2022-01-17T19:00:00,487.009,340.906,146.103,17.85,2.25
2022-01-17T20:00:00,400.0,280.0,120.0,17.86,2.24
2022-01-17T21:00:00,306.147,214.303,91.844,17.86,2.23
2022-01-17T22:00:00,207.055,144.939,62.117,17.87,2.23
2022-01-17T23:00:00,104.421,73.095,31.326,17.88,2.22
2022-01-18T00:00:00,0.0,0.0,0.0,17.88,2.21
2022-01-18T01:00:00,104.421,73.095,31.326,17.89,2.21
2022-01-18T02:00:00,207.055,144.939,62.117,17.9,2.2
2022-01-18T03:00:00,306.147,214.303,91.844,17.91,2.19
2022-01-18T04:00:00,400.0,280.0,120.0,17.91,2.19
2022-01-18T05:00:00,487.009,340.906,146.103,17.92,2.18
2022-01-18T06:00:00,565.685,395.98,169.706,17.93,2.17
2022-01-18T07:00:00,634.683,444.278,190.405,17.93,2.16
2022-01-18T08:00:00,692.82,484.974,207.846,17.94,2.16
2022-01-18T09:00:00,739.104,517.373,221.731,17.95,2.15
2022-01-18T10:00:00,772.741,540.918,231.822,17.95,2.14
2022-01-18T11:00:00,793.156,555.209,237.947,17.96,2.14
2022-01-18T12:00:00,800.0,560.0,240.0,17.97,2.13
2022-01-18T13:00:00,793.156,555.209,237.947,17.97,2.12
